id,session_id,event_id,detected_at,predicted_state,confidence,bbox,tts_emitted,processing_time_ms,latency_ms,detection_time_ms,analysis_time_ms,tts_request_time_ms,frame_b64,real_state,alerta_correcta
1e974798-2d77-4b72-8f9f-895a80fbe57d,f93cff0c-acb0-4872-b5a1-b37d08861ed8,,2026-07-01 21:17:40.489+00,red,0.596,"[306,415,89,257]",false,202,,187.9,13.8,201.9,,,
1ea9671a-4d42-47bf-823e-cb87610b887c,830f6672-23ee-4bc5-8b3c-1e0c7d9b9ce6,,2026-07-01 21:02:15.109+00,red,0.926,"[161,229,498,1034]",false,225,,187,38.2,225.4,,,
1eeb66bf-008e-47e1-b8c0-6a4a2d82d7de,830f6672-23ee-4bc5-8b3c-1e0c7d9b9ce6,,2026-07-01 21:02:34.211+00,yellow,0.989,"[165,406,464,852]",false,238,,198.9,39.1,238.2,,,
1eeee845-dd67-4e34-94bd-a1fcbc81bf2e,f8e5d5e7-038c-4169-ae4f-6740572d69f0,,2026-07-01 21:32:14.115+00,red,0.941,"[202,411,316,757]",false,45,,41.3,4,45.4,,,
1efb5dbc-9432-446d-a340-f5f75d9e2eed,f2234cce-e85e-44b7-8e62-1b0254112a85,,2026-07-01 21:31:58.008+00,red,0.982,"[176,376,332,789]",false,35,,32.1,2.5,34.6,,,
1f33a20a-593f-4bb5-bb35-34f57fa60dd3,f8e5d5e7-038c-4169-ae4f-6740572d69f0,,2026-07-01 21:33:32.653+00,yellow,0.795,"[306,336,98,253]",false,120,,117.6,2.8,120.6,,,
1f4629e4-0dc7-477c-825a-c5f6f6450ccc,f8e5d5e7-038c-4169-ae4f-6740572d69f0,,2026-07-01 21:32:48.574+00,green,0.828,"[223,501,227,380]",false,111,,108,3.3,111.4,,,
1f58b0c1-b495-4ad0-827c-8939b20f8178,f93cff0c-acb0-4872-b5a1-b37d08861ed8,,2026-07-01 21:18:00.536+00,green,0.625,"[286,521,96,253]",true,200,1091.5,183,17.3,200.5,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/4gHYSUNDX1BST0ZJTEUAAQEAAAHIAAAAAAQwAABtbnRyUkdCIFhZWiAH4AABAAEAAAAAAABhY3NwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAA9tYAAQAAAADTLQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAlkZXNjAAAA8AAAACRyWFlaAAABFAAAABRnWFlaAAABKAAAABRiWFlaAAABPAAAABR3dHB0AAABUAAAABRyVFJDAAABZAAAAChnVFJDAAABZAAAAChiVFJDAAABZAAAAChjcHJ0AAABjAAAADxtbHVjAAAAAAAAAAEAAAAMZW5VUwAAAAgAAAAcAHMAUgBHAEJYWVogAAAAAAAAb6IAADj1AAADkFhZWiAAAAAAAABimQAAt4UAABjaWFlaIAAAAAAAACSgAAAPhAAAts9YWVogAAAAAAAA9tYAAQAAAADTLXBhcmEAAAAAAAQAAAACZmYAAPKnAAANWQAAE9AAAApbAAAAAAAAAABtbHVjAAAAAAAAAAEAAAAMZW5VUwAAACAAAAAcAEcAbwBvAGcAbABlACAASQBuAGMALgAgADIAMAAxADb/2wBDABALDA4MChAODQ4SERATGCgaGBYWGDEjJR0oOjM9PDkzODdASFxOQERXRTc4UG1RV19iZ2hnPk1xeXBkeFxlZ2P/2wBDARESEhgVGC8aGi9jQjhCY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2P/wAARCAB4AMgDASIAAhEBAxEB/8QAGwAAAQUBAQAAAAAAAAAAAAAAAAECAwQGBQf/xABEEAABBAECAgYIAgUJCQAAAAABAAIDEQQSIQUxBhNBUWFxFCKBkaGxwdEyQhUWM1JyB0NzkpOistLhJTQ1RFNigpTw/8QAFwEBAQEBAAAAAAAAAAAAAAAAAAECA//EABwRAQEBAAMBAQEAAAAAAAAAAAABEQIDMRIhUf/aAAwDAQACEQMRAD8A2GlGlS0ilFR0jSnNJLqMbmjvNfdOVDA1LpSvLg31ACe4mkAmvWAB8DaBNKKTkwa9ZLnNLewBtH32gKQnJjmlxBD3N8BW/vCBaQlTXtD20brwJHyQCEAAChftNoIBFEWD2FEIgmhZSNY1jdLGhre4CkqBrXteLY4OHgbSpUiBjXh90Hbd7SPmnJUIGNcXXbHNrvrf3JUqEDGazetrR3U6/olI22TkII2NeB65a4+Ar6oUqEEupGpREkDlaY2RxdRieB3kj7qKn1I1JiVULaLSKMmW9mMI7y8/ZBLaLTRdb80qBbSWjsTGiUO9Z7CO4NI+qB9otCREKkUcjaIcZnMaOz1a+ITwQ4WCCO8IFQhRFrJJP5wEeLmj7IJEJdqpNc4tIpjnX2itkAhNMMRfrMbC/wDe0i/enOuvVAJ7iaQImNmje8sbIxzhzAcCQpBy3AB8Eh5bc0CJHO0izdeAtK0OA9cgnwFJUDGSCQWA4fxNI+aENaQ4kvc4HsNUPghApeRI1oY4ggkuFUPDne/0Ucc8sn/KyR8v2jm+38JKcHHtSh1jZFJkPyGsHosUUjr3EkhYAPMNKbjyZrpKyMfHjZXOOdzzfkWD5qS0toJLRahc9zeUbneVfUobK884JG+Zb90RNayHSvKyhx3CxsbIli1MH4HEblxF7LWiz4LFcZeZenGMz/pvib8Qfqg12MMvUTPPA9o2LWQuaQfMuPySZ2M/Ka1rJI2t/M2SESB3vKnIIOoe0d6cKIBBsFBXgwsbHndNFBFHI5obbGgbDkP/ALw7lZtFdyiJmvaOMjxefsgltFpGg16wAPgbSmgLOwQCExs0T3FrZWOI7A4FSIEpFJjxKfwPYPNpP1SsDwPXc0+Ta+qBaRSaZWh1U/8AqH7J92ECUiktqJ0Ty6xkSNHcA37IH0ik1r3atJikr94lv3T7QJpQltCCIAJdINWOSEe1AAEcj70t94SWe60upAo35JU3ZF+KB6webG/M6bvZFJ1cnWN0v0h2mmjevYt1fesLwx2vp3K49k8o+DkGkfwCGdznSzvLibNwQH5xqb9CcOZEGnDx3Gxchx49X+GvgugdwkDiKDqB5eaBsOLjwte2OGNokNuAaADtW/s2UrGMjFMY1oO9AUo3yMhYXvcGsHNxNAJ9oOJ0w4nk8L4ZHNhydXI6UNJ0g2KJ7fILCZnSfi2djPxsnJDon1qb1bRdG+YHeFqv5Qn3w3GZ3yk+4f6rz4Ak1v7EFvE4jk4WUzJx3NZMy9LqurFcjt2rY9EePcS4pxIxZeQHsawuLQxo7u4eKwZFLWfye/8AFpv6B3+JqLr0NCS0WiFQkVbIxmSytkkmmZpFaWTOY0+YBQWUKnkR4MzNEzoj2WX+t77tVOF8P4dF1nV48BcyU6HEBxA2qiSSg6yb1jA8ML26jyF7pHwxSN0vjY5vcWgqGTJxMHTG4tiBFgNYa+AQM4pmnC4bPkRljnxt1AHcIXK6ScTxpOCZEcTy5zwBs0itxztCK7m9bHs7UEkXta8z9OlIaH1vy5m/crePk9XK17Y3sI/NrNjbsV/Eyx6FqAu+xFrO9HsuefNla+Z72aCae4nex/qtD232qBdhSBffab7Si0Didtx7l57wBr83pE5zZHROe579bQCRse8Edq38jy2N7qugSK7VhuhNO4u/vbE4/EINTBwbEheTNpmB/LJBFXvawJjOj3CW5npDYGlzvyGnM9x5Lq2mkkcj7Cgz3SzMg4Zw447cUF2VZDmgACiLXL/XmGwf0MywbB60bf3fFdfpfgw5mDFJI+QPjfpYG8jqIu9u4KD9SOFltek5lfxt/wAqDOcd6RDjTIWtwxj9WSa16tV14DuXSwMjE4fw+NvF+C5IcPV66eHU2+wAu5eQC6cHQvh+POyaPJzGyRuDmu1M5jcH8Kr9M8adnDIXOzpZmdcAWPYwWaNG2gKy5+ufb08e2ZUGRxPgua2XGwuDvmle3ZsEAbfbzG45dyXoTg5eJxOR2RiTwsMDhckZaL1DayPBUOhbCOPNcTdRuXoQdsl5adfTOry1JaS0zUi1HU+0WmWi0D7VXFeyOOd2vU3rXE8tt9xsp7XB4zkBvDZ2CRrCZqIsWd/HyQd9rw8WL9opcbjpDnwuaQfxA0fJZ7Imz8eEPa+aUk8mSbqsyfi+TGXM6st7HPfrLe2h8FCJOLmU45b/ADd+t9Pj9ELlza25OQHvD3FoBIFWbCFNWpfW03qksncB5vz5qfDj6x80jy/UyMusvJ5KhGZQ3aOQDubGrUMr48bKtrxIWaNL6ad/NJutXMdvoxxCDHxZcjLdHCAK19r+WwHafILpT9LeFRadEsk989DKr30sGXyMja18YLRuOXb4pzMXLlt8UIa26GogfNac2xd01wRWnHyDvvs3Yd/Pn4J/658OIsQ5X9Rv+ZYjqMoEgw3Ro0L+SvNx5sxrBFw9txtBcWOHv28vFBr8jpNwx2LKI8q5Sw6W6Hc68lnOimZDg580s5ppjLbsDtHf5KlDHjskEc2LLHMTsCD3eJ+iWbTEbYyieZbQrz8Fi885fLc47NbE9JsJzy2Ih1c9TqS/rFjtYJJGtEZ/MHgrHW5kNBkbZHVWkE7Ud73HcnnrG4pE5c/UQHFjw4j5rbLRcZ4xhZkEEcEupwmY5zSCCG0e9dEcfw3E6C54Bq2lpv42sN6P1JbJUzGOIFub7diPkkOTI2NzWvBYDQcdtVWQURvJeM48TbkjkAO1jSQPOjsuB0o4vi5+BHFAXF4lDtwOVH7rPNz5YyDrFjZuwJTZMt+Uae6yN+VJbMakuuz0RocWskAdWefsWl4jDj8QLWjiE8RaD6uNOG3y5rDY2XPgSCbGeWSDkQL+CvM6VcbjBY3LNN7XsY48+8iys8fF5eu/g8OEeMws4pxFvWRtBb1zSBdcrBr5qweF62Na7inE6bdVMAdz2kDdZH9LcSYxoZK6mfhAANADbbyVZmfmelidpf1zq7zq9/NVjI2zuEbH/aXEje/+8f6Jh4IwnfiPEv8A2T9ln4eN8XitsjHUO1zOXwR+mOLGQubMCSBQawcj5jdFaEYGOYGxniOVpHrAmUB3fuavt7VluJFsWU+OGd8jRf4zq/Mdr+KacjOfKA0zSM5Ma27I8h4KHS98jhI8xSE0WPY7VvW57lUyTwwyNLA0ueXcq0fW/or/AA6UNw8uMuP4L01Yqja5Ujerd6wDLG2tpv2UrGDLDDIfSpCI3DkBsR2g9vuUvqzyps868cPsWTZ9qFTzZY5Y3vhZojcSWt7hewQpP1b+L3oeaSKI/tT90Oxc4DYWf6U/ddDrLH4R70B/c0JhrmjH4m11tDrA2Ik5H3ohxc9jTqiOo3qLXNF+6viun1juwJrp2xi5HtYO8upUVfRsg7Pa7+1OyUYbq31/2h+6vQ68kEwAyAdrN0s3D8jKhdD1crNQ5kVXvU+b/V2MnJkFuYZWEgg0CDfzUozg79pqvwV5/RXOZ/OQV/E77KH9X8u6EkBPcHn7LXwz9VSlyQ87atuRtEWY5jhraHs7Qav3qd3A+ItJrH1DvDh91DHw7KfLoML2nmdQrb2ph67cGPj5ULJY4aa4bFzga/uhRzcLlB1RSxjsprSPqr0TeriZHqvSAAn6fFQcabg+XMA500FjevW+1KOTDmgk67Il6yR/Mk2SfNd0M8Vz+K0wReJKnLxePqgcZ+TTI6sb79ysM4Q6OQH0ixYsNbV/FP4cQch38B+YXR27zXgU4+Ly9U5MCJzCAXbjtedk0nKs6WYosV+zdy7u3ZXg5xIEbTfLbcqeLh+VKCTpYD+8dytMuQ4Zb3+t6O2+bmMINedKD9D5LnNdHocTvbmmviKWmj4a2OnSAPI7NQAPsVvQbL7ALudns7lLVk1l3YHGAGvjLOsH5mloPvoH4qDI4ZxnIozudJV7OlulrOrde5Ca4EbWPYprfzGQ/QmafxloI73ofwnLk0gBo0iiS7Zap4vnSqugG5a4tPe0qWnzGaysaXHxix7b083NBrmhaEl1/tXV27D7ISbGbEequzdTMhNNMpawO2AJon38kIW+M1ldjyMWEBsMTHPG9kcvafosdm5c/GeKanuPru0sB5NbaELVRtcJ7cXHZDEdMbBQaB8SrHpd9qELcCtyGOJ1Hw5JOvB1aWjY0EIVDXSxP9WSNjx3Vz9hTHSYZaIjEzT2ANqkIQHoeLLuwFg8D91Wn4c6NocyZjvAtIQhZvGCi5xa4tdVjY7LmcXfZiBIsWa8EIXKtQzhJa7Lc1z2tthrUee4XYDGMdZ0O8Df0KEJCpoXuNthjb/4ueB/iV2OM1cpAP8A2yP+6EKVrjEmuMd/numl8YvcboQo2b1kQ5KJ0rN9yEIQV3ZUV11rdvEKL0iN5LWytce4UUIRNRyPbC8PkewNP72n6oQhJUr/2Q==",,
1f7d77fa-a92c-41c1-a98f-2cc50187e3a0,f93cff0c-acb0-4872-b5a1-b37d08861ed8,,2026-07-01 21:18:47.82+00,red,0.49,"[183,593,31,37]",false,200,,186.6,13.7,200.5,,,
1f94898d-deb7-4f9e-a0e1-67abc22037b3,06f58d20-e1cc-4c4e-9e45-1f722502295c,,2026-07-01 21:02:56.202+00,yellow,0.983,"[104,78,568,1185]",true,258,532.6,193.3,64.2,257.7,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/4gHYSUNDX1BST0ZJTEUAAQEAAAHIAAAAAAQwAABtbnRyUkdCIFhZWiAH4AABAAEAAAAAAABhY3NwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAA9tYAAQAAAADTLQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAlkZXNjAAAA8AAAACRyWFlaAAABFAAAABRnWFlaAAABKAAAABRiWFlaAAABPAAAABR3dHB0AAABUAAAABRyVFJDAAABZAAAAChnVFJDAAABZAAAAChiVFJDAAABZAAAAChjcHJ0AAABjAAAADxtbHVjAAAAAAAAAAEAAAAMZW5VUwAAAAgAAAAcAHMAUgBHAEJYWVogAAAAAAAAb6IAADj1AAADkFhZWiAAAAAAAABimQAAt4UAABjaWFlaIAAAAAAAACSgAAAPhAAAts9YWVogAAAAAAAA9tYAAQAAAADTLXBhcmEAAAAAAAQAAAACZmYAAPKnAAANWQAAE9AAAApbAAAAAAAAAABtbHVjAAAAAAAAAAEAAAAMZW5VUwAAACAAAAAcAEcAbwBvAGcAbABlACAASQBuAGMALgAgADIAMAAxADb/2wBDABALDA4MChAODQ4SERATGCgaGBYWGDEjJR0oOjM9PDkzODdASFxOQERXRTc4UG1RV19iZ2hnPk1xeXBkeFxlZ2P/2wBDARESEhgVGC8aGi9jQjhCY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2NjY2P/wAARCAB4AMgDASIAAhEBAxEB/8QAGwAAAQUBAQAAAAAAAAAAAAAAAgABAwQFBgf/xAA7EAABBAECAgcGAwgBBQAAAAABAAIDEQQFIRIxBhMiQVFhcRQygZGhsUJS0QcVIzNicsHh8BYkU4KS/8QAGQEBAQADAQAAAAAAAAAAAAAAAAECAwUE/8QAKhEBAAICAQIEBAcAAAAAAAAAAAECAxESBDETIUFRBTJxkRUjUmGBodH/2gAMAwEAAhEDEQA/AOppPSKk9KKGk9J6T0qBpPSKk9IBpKkVIZpYoGcc0jI2eLzQQiNnpPSx8jpLgREiLrJz/S2h8yqT+k2VJvj4bGjv4rf9qWE5Kx3l6qdHmt58fu6Wk4G642XX9TLr61kfk1jf82hZq+rTmo55HH+lgH2CwnPWG6Ph2XW5mGt0oNRAeS4OfdxW7lSZGQ7/ALvKs8qLyfsqpxcSu055Pk3b7qx1FT8Nyekx/f8AjEStahwInupgfZ5AIZtJdF7xfGfCRtKxnowt8PzV9p/lm2nBUz8OVnLhcPIqEtLTRBC2RaJ7PLfDfH80aKQ9lLCNZsR8Hj7ppAeFNjbZLP7gq1vYoxcDD5BMQigF4sf9oT0ooKQkKSk1II6SR0kgFOnpPSBqT0npPSBqThtpwFDmZ+Jp8XHmZMcAPLjdV+iDJ1zX26e442KA/Ircnkz/AGuSyMmXJl6zJmdK/wAzyVebNE+ZNIXB7XPJDu4i1VyNQbEKjvi/tC81+Vp07uCMPT44tPdfEjQedfGlHkZ0UXvvseAdxFYk2bkTCnyGvACk+Pgz5BFN4Wn8Tth808KI87S126+151irtoz6rjj+R1rjX4mgf5Uf78IhLBjM4j+MuNhFHpUbD2yZHDm3kPgVYbjY0W7YmcJNcLwSR53yU/Lj92Wusv8ANaIZ0eq5Ucgczh4r22RzajqU8vFIXuefFq1LY13s8pHVH3XEDY+oBQ05v8KeNwdzjk3/AFTlXvxPAyeuSWcNQ1RtxsMjb5ta2kAzc4A9gmuZ4FqB7zJTiRkDk5p971NpyXdrskH8UbS6vnuryj2XwL9/ElkjVJvxtB+iL94sf77D91pgGRgjFSG7DW06vXvQexY8z3B0UTiBdNd1ZHwPNOVfZJxZ9eV9/WFDrY3j+G8A+BUJne005oVmXSWvv2eSnAWWSbfLxVzQdLOpRZWNM0h8QDmO7wt1LRPq5ufFak7tXX07MtmZLGbYeE+RIVyPWs9ooZmS0f0zOH+VRycaTEyHQyjcHn4oa2Wx5Xo3QnMys2Cf2nIkmawgN4zZHx5rpCN1znQGLh0uV/5n/wCF0p5qKAhJOkgEJ0kkDpwmToHHNc30yws/PbDHhadHlBtkvdJwlp8hxBdInbzQeW6jpGdpeFFNmYEOKwnhPVylzifE24j5LAnHbsGweRXoP7SZaxcWLxJd/wA+a4DhttFOPqzm8zXjIsCJsuUxr+VronNAmbjtPAyhdbA/WlzADmODmmiFrQas2RrW5Yc17eUjSfqtOWkz5w6HQ58dI428paFiSd0V8MbOTdqPwJUcTuPrLbbGm+p34flaMSsyHFzJmyvA/mMdR+IO6l9nMjwQ5pfVmQnhPpvstGnViYmNqjDxxOoFzb/lnYD03RwgiIi+OPmW1Tm/Eq2MYEONW0mhLI02D/6lP1DuION9aNwX7hw9CFlqU3CnwtMZLyZIu54Punz23SjYXlzpTxRNFCWO2geF0FbGPZdJGOCQbuYR73oANkzYC1pliZVHtAtsJxlNxKq0l+O4T+62+B1VfxrdMHF2J/E2ePdPun7bq2+BrC1/ZDSLNu4h9OSryZmFCO1M1zr24XcTfknGUtate86DMHviY520vcb3WrpOr4ukzPfmcRfKzh7IBPx3XOTarZ/gRb/mefsO5UJJZJXcUj3Pd4uNrZTHMTuXP6vqsdqcK+bT17NhzsvrIRt5ilmjmFHZRCyQAV6HJejdEdRwMPQqnzIGP4iSwvHEPhzW9iajhZxIxMqGZwFlrHgkeoXJaP0Kxs7SocqbLyGSSDiplUPoum0fSI9IjcyPIyZr/wDNJYHoOQUVoFJIpIACcIQnQEkmThA6JvvIQLWP0i6S4ugRBpHXZTxbIga+J8AiOc/aNKX52PEN+Bln4n/S43iaBzU+ratlaxmOyctzeI7BrBQA8FSCol429wKY79yYIgihUrMieMVHNI0f0uIQUlSaWLTHaU7NSzI+U7j/AHUfupP3tngD+L6dhv6KpwpcKmobPGyfqn7rLtWzTzmN+TW/ooXZ2U51+0Sg+TiPsg4QmLU1CTlyT3tP3I8ch4nv4ie8m04iHe4BDyOylZPTgJQXN8RzVa9iETA33ghLB3EFafsMjsUZEB66D8zeY9R3KmfVVFalJG3tDYojaKJznTNad1B65ozOr0XEb4RN+ysocVvV4ULPBgH0RKKSSZJAATobToCCdCCntAYPCxxAsgcl4zr82Rka1lSZTHxyl57DwQWjuHyXsM7Gz48kLyQ17S0lux3XKZXQDTjjySR5eU2QCwXlrgPUUL+aI85ThFIwxvLTvR5pNeRtSoIAgA1sUQpO2Umhsa7kbXuBJFX4FFABuiLRV9yl4zIzhDPkpQ5zg3sWW+G30QVO/ZK/NXhHIX7R1e1HuUhhe0it658wgzPinDbOxs+SvDH7RdwC+7tD9Ejjyk8R7QPjyCakUWRdY/gBAPmnfjOaCSRt3K3JC9woNP8A9WgdE4vBMewHimhq9B5yNZbiONxTgtc08rqwtrpP0aEYdPjNo8yAuZ0rLkwNTiyg0Ww3bjstzUOm8mTE6I40e+1glQco4lpLTzClwbfmxt8XAfVRzZHXPLnAAnwRYkrIMqOUglrXAkDnVq7R7O3aJg8AE1rl/wDrnAe5jI8eXfY8bmtr5mvqt7Ay25+KJ2N4Wk0Bxsf9Wkj6qKs2khtJBHae0Fp7QHae0FpwUBqrrM3s+jZUneIzXrSsgrG6ZS9X0flH5yG/VEeXu3kcfNCYwfJGW8G5r5pCRvmqAEZG9jZSMkr3m36bJjI3uCbivuCC7FNjbcRcD38Q/RXYpcV1HrYwB3E0sM14BLuViR0jeqdTmOaf7SkYwDuQb71ze/ikryNOhd1TLDpWt8+KggM+M1hJmZt4EFYVN73FE2JruRJ+ScjTUk1DHbXCS/4fqqsupFwpjAPUquIW3yPzCcxhpqvqCpuQD5S88T3cR+yjJB7lKYwe5AYz3D6hRQ9lX9Dx48jVsaN7A9rpAC07gi1REbj3fVbPRaFx1/EBHJ9/RQeiSaDpDnB37txQR4RAD5K5GxkTAyNjWMHJrRQCN5QEoHtJCSkgiBT2gBT2gNECowUbDZQNk5MGFjPyMmQRxMFlxXnfSjpWdYAx8aLq8djrDne879EfTzOnl1P2X2hr8dgDhG38J8/NcqiHJJ5pApJBUEEQQhEikkl6A/JNyPNAkrTgb13+tpqokHb1QK0rSrb/AGlR7t0Bx5D2HcNkH5XD/hWhiQ4+oHggkMM55Rv3DvQrLpNu0hzTRB5hBo5mJPiSFsjHDzIVW16B0fazpD0fDslodNGSxziOdd65TX9IOmzEtPZJTYySVv8AQhpfrkZJ90OP0XPcWy6joGzi1R7vyxn7hB6C87oLSed0FqAiUkBKSCIFFaSSB7RB1JJIMzUujmm6rxulgEc7h/Oj2N+PgfivOdZ0x2k6hJiulbLw1TgKv4JJKignCSSiDa3dSsiJsUkkqJG4khFkUO40pm4W3CSfhukksogEMNlb3aMYkbacPukkrqA/sjAeIN28jyQ+ysG9ApJJoRuxWAHbdRuxARTbJPgkksZGvoOvzaJiTQw9U8OdfbB50qGsa3PqjrlDQPBoSSWOlZQPmtno7rg0Wd8hx+u428Pv8NfQpJIOixOmZysxsPs8bQ80C55FeWwN/RdUeSSSASUkkkH/2Q==",,
1fa31608-fcd3-4275-afa5-71541c179693,f8e5d5e7-038c-4169-ae4f-6740572d69f0,,2026-07-01 21:33:51.843+00,yellow,0.804,"[264,533,216,347]",false,117,,113.3,3.7,117.1,,,
1ffc06c2-230f-49b1-84d3-849877a4895a,830f6672-23ee-4bc5-8b3c-1e0c7d9b9ce6,,2026-07-01 21:02:20.15+00,red,0.383,"[50,-5,575,373]",false,216,,185.8,30,216,,,
2020db32-18d9-461c-aa86-b289e18b6075,f8e5d5e7-038c-4169-ae4f-6740572d69f0,,2026-07-01 21:33:02.056+00,green,0.717,"[338,662,144,301]",false,71,,69.3,1.8,71.2,,,
20b69fa1-4b2e-405d-b827-37250179ed26,f8e5d5e7-038c-4169-ae4f-6740572d69f0,,2026-07-01 21:32:40.295+00,green,0.629,"[340,477,145,356]",false,37,,35.1,1.7,36.8,,,
20e3895c-6ce4-4e48-b1fe-475838cfb70b,de493249-afcd-471a-934d-bf9174023bec,1,2026-07-01 19:13:27.128+00,no_traffic_light,0,[],false,175,,,,,,,
20eb0c31-266a-40b7-8c71-8be60add7f04,c3e469a4-79b0-4ed1-bf71-5f13a0f505bb,179,2026-07-01 19:14:14.798+00,red,0.943,"[54,178,476,1091]",true,232,,,,,,,
20fbf488-686b-42ac-806e-1e7f7afa816b,f8e5d5e7-038c-4169-ae4f-6740572d69f0,,2026-07-01 21:32:56.714+00,green,0.811,"[272,611,229,357]",false,144,,141.6,2.7,144.4,,,
2110ad42-32a6-4863-afbb-77a0ce0def3a,f2234cce-e85e-44b7-8e62-1b0254112a85,,2026-07-01 21:31:59.045+00,red,0.987,"[172,361,320,864]",false,35,,32,3.3,35.3,,,
21336e41-82d3-41dc-b3e3-0e5cb7b8960a,f2234cce-e85e-44b7-8e62-1b0254112a85,,2026-07-01 21:32:02.66+00,red,0.905,"[170,402,319,751]",false,43,,37,5.7,42.7,,,
216f4191-c742-4a26-82cd-7f79e28c82d1,830f6672-23ee-4bc5-8b3c-1e0c7d9b9ce6,,2026-07-01 21:02:04.751+00,yellow,0.966,"[34,15,578,1258]",false,238,,190,48.3,238.5,,,
2185a0e8-add5-4b44-9e5e-0645adf78e1c,c3e469a4-79b0-4ed1-bf71-5f13a0f505bb,189,2026-07-01 19:14:17.415+00,red,0.975,"[-9,125,454,1145]",true,236,,,,,,,
21872610-10ed-4358-a48f-8a451c63fb4a,f2234cce-e85e-44b7-8e62-1b0254112a85,,2026-07-01 21:32:03.027+00,red,0.92,"[232,413,338,692]",false,40,,36.2,3.5,39.7,,,
218c769e-4141-49cf-bbb2-bf3c871288b0,830f6672-23ee-4bc5-8b3c-1e0c7d9b9ce6,,2026-07-01 21:02:27.125+00,red,0.903,"[89,80,573,1187]",false,287,,201.9,85.3,287.3,,,
